Date,Portfolio,NIFTY 50
2024-01-02,0.0,0.0
2024-01-03,-0.0028542226960264205,-0.00685186637566948
2024-01-04,0.0,-0.0003323750618640098
2024-01-05,0.0,0.0
2024-01-08,-0.007188558581379678,-0.00911070868564301
2024-01-09,-0.0014876682084536963,-0.007643714920838818
2024-01-10,0.0,-0.004242200157791642
2024-01-11,-0.0023442308642162013,-0.002929489480412384
2024-01-12,0.0,0.0
2024-01-15,0.0,0.0
2024-01-16,-0.0029120280273212673,-0.0029482333845447517
2024-01-17,-0.01444745828144356,-0.023781025348125095
2024-01-18,-0.015995374874116286,-0.028745363886209407
2024-01-19,-0.007954592904010238,-0.021497903374382066
2024-01-23,-0.022165324405057474,-0.038857355389753545
2024-01-24,-0.013771420407566848,-0.029121008204602394
2024-01-25,-0.019022722009761184,-0.03370749275183249
2024-01-29,-0.004554756821229744,-0.01628466733027556
2024-01-30,-0.014310353038910484,-0.02603692415714698
2024-01-31,-0.004961461027220837,-0.01682320870250331
2024-02-01,-0.00018107267801759086,-0.01810163680161747
2024-02-02,0.0,-0.01102608880726652
2024-02-05,0.0,-0.014741520470317293
2024-02-06,0.0,-0.007604897129140364
2024-02-07,-0.002163585399365009,-0.007555135305315819
2024-02-08,-0.010172039565115809,-0.017173927915534626
2024-02-09,-0.00785344851790648,-0.014252740921914198
2024-02-12,-0.015983217326328236,-0.021785249181227928
2024-02-13,-0.010594134631415453,-0.016028964033072857
2024-02-14,-0.008505261668125375,-0.011648332572322007
2024-02-15,-0.00843947010918944,-0.008448903622395476
2024-02-16,0.0,-0.0025681697212294186
2024-02-19,0.0,0.0
2024-02-20,0.0,0.0
2024-02-21,-0.007107761480005692,-0.00639270001033021
2024-02-22,0.0,0.0
2024-02-23,0.0,-0.0002137959201901074
2024-02-26,-0.0022406340453100526,-0.004293851943160454
2024-02-27,0.0,-0.0008596670656000338
2024-02-28,-0.008902575386465439,-0.011986021685165382
2024-02-29,-0.007075915344277872,-0.010561448129786766
2024-03-01,0.0,0.0
2024-03-04,0.0,0.0
2024-03-05,0.0,-0.002200290507037961
2024-03-06,0.0,0.0
2024-03-07,0.0,0.0
2024-03-11,-0.004520759117733197,-0.007153178801771132
2024-03-12,-0.0048818491438495926,-0.007017636478789502
2024-03-13,-0.020968056089992415,-0.022044165784324665
2024-03-14,-0.014348735902063314,-0.015422215638544956
2024-03-15,-0.020520348976138303,-0.020903821564132397
2024-03-18,-0.018776483778074726,-0.019465648921244583
2024-03-19,-0.03231698702916164,-0.03005757379415519
2024-03-20,-0.032482154598736934,-0.029095058323140632
2024-03-21,-0.02171937766697063,-0.0214106508653783
2024-03-22,-0.01353549733098125,-0.01764064665062859
2024-03-26,-0.01232113868678697,-0.02173296547326342
2024-03-27,-0.006219762425693998,-0.016444730946318376
2024-03-28,0.0,-0.007408807628714431
2024-04-01,0.0,-0.0014026589913186394
2024-04-02,-0.0011585211168236853,-0.0017894017886030955
2024-04-03,-0.004392091224328931,-0.0026185456977338983
2024-04-04,0.0,0.0
2024-04-05,-0.001956076117845318,-4.224679746289706e-05
2024-04-08,0.0,0.0
2024-04-09,-0.001617253900103588,-0.0010390218270411866
2024-04-10,0.0,0.0
2024-04-12,-0.014840038016413537,-0.010301592814249916
2024-04-15,-0.02577070495787237,-0.021152544398059803
2024-04-16,-0.029880013500018787,-0.026628535445571866
2024-04-18,-0.039681110714593126,-0.0333109698534223
2024-04-19,-0.036013759757252406,-0.02666810644444173
2024-04-22,-0.027057831933911203,-0.018344205200607533
2024-04-23,-0.025914288839339994,-0.01695544339862165
2024-04-24,-0.022971865475993725,-0.01544359089733116
2024-04-25,-0.015745319697796467,-0.008062440804446513
2024-04-26,-0.017980665492631442,-0.014672342687253592
2024-04-29,-0.009942265509533255,-0.0048519538202150825
2024-04-30,-0.012700622199567912,-0.006546210600461122
2024-05-02,-0.00620946693982749,-0.004641051555088982
2024-05-03,-0.01631011801871285,-0.01221559310232001
2024-05-06,-0.020501597018823037,-0.01367250972665457
2024-05-07,-0.02428591650956924,-0.01983408335111614
2024-05-08,-0.01979961922460194,-0.01983408335111614
2024-05-09,-0.03327435068640272,-0.03499638539097105
2024-05-10,-0.02795152461920647,-0.030702631583013562
2024-05-13,-0.02725257452137997,-0.02855566884172689
2024-05-14,-0.02434540078297076,-0.023554358106037454
2024-05-15,-0.02312353696076852,-0.02431461914072397
2024-05-16,-0.01676347982672055,-0.015379899614985204
2024-05-17,-0.01516544970428646,-0.012644092942576513
2024-05-21,-0.014646200666291631,-0.009877470676687872
2024-05-22,-0.007319302028990449,-0.006855997444108142
2024-05-23,0.0,0.0
2024-05-24,-0.003550634104632522,-0.0004593757337192361
2024-05-27,-0.006473397483660603,-0.0015326414011148648
2024-05-28,-0.009980207951974296,-0.0034613902009086317
2024-05-29,-0.017727348390192188,-0.011448762385478206
2024-05-30,-0.02657684727738785,-0.020855420204215713
2024-05-31,-0.02870600539569257,-0.019024635278032664
2024-06-03,-0.004998564395027438,0.0
2024-06-04,-0.04441103001807145,-0.05929359941641077
2024-06-05,-0.015501270012845514,-0.027663064681507255
2024-06-06,-0.009293206403079846,-0.019020886118405356
2024-06-07,0.0,0.0
2024-06-10,0.0,-0.0013289382574128705
2024-06-11,-0.002552614929581143,-0.0010863296640706288
2024-06-12,-0.0029221104381899066,0.0
2024-06-13,-0.0004472668809268887,0.0
2024-06-14,0.0,0.0
2024-06-18,0.0,0.0
2024-06-19,-0.009110295796788903,-0.0017786131162041974
2024-06-20,-0.00999542088472638,0.0
2024-06-21,-0.012671223741603788,-0.00279629951309035
2024-06-24,-0.011776909993058027,-0.0012369156288455363
2024-06-25,-0.008399747689442294,0.0
2024-06-26,-0.003867294552368339,0.0
2024-06-27,0.0,0.0
2024-06-28,0.0,-0.0014099020825968367
2024-07-01,0.0,0.0
