Date,Cipla,HDFC Bank,HUL,ICICI Bank,IndiGo,Infosys,ITC,L&T,Maruti,NTPC,Reliance,Sun Pharma,Tata Motors,TCS,Titan,NIFTY 50,Portfolio
2024-01-02,0.024420499968003995,0.0005889154386238271,-0.015425166200296547,-0.01716033923251048,-0.01772706020752901,-0.010926005504879766,0.004914062418372334,-0.024776921480503367,-0.008319266258028923,-0.012106530883239652,0.008281035101582956,0.028526014044066184,-0.007842065224013206,-0.007320690051134893,0.00573815803821387,-0.003500136051024061,-0.0032756906688848446
2024-01-03,0.014513609287939877,-0.015419928834269236,-0.0027737403680268002,0.0018325598121764486,0.022131456089358847,-0.02893633934777462,0.014669958850475062,0.0006543859679537523,-0.011777044010383597,0.0006536506714198698,-0.01087410608979289,0.0018516790902112223,-0.003760807805740729,-0.024172651868643147,-0.0014060218853012563,-0.00685186637566948,-0.0028542226960264795
2024-01-04,-0.002691941225096084,0.01072994879703848,-0.005371006887239793,0.003150253458494401,0.0018057973122937998,0.015234844858450058,-0.0017811202483307698,0.005333739130447324,-0.006187056482201081,0.035597554139603194,0.005167751814846744,0.011050327308975705,0.018299287329841984,-0.006758373534734519,0.007216231872369416,0.006564470186349425,0.00605308250965059
2024-01-05,-0.007519424275647557,-0.005115805149276231,0.010607273498332015,0.006635248718150244,-0.013652267353554293,0.013122219473762797,-0.0051426634530636894,0.018272773900784633,0.00016978839444647953,-0.006780154914527214,0.004255501990526822,-0.009710911028155134,-0.006032050813469025,0.01939024516879373,-0.0019222056867419512,0.002410182228605562,0.0011051712313574417
2024-01-08,-0.011772434802837295,-0.0111461986407978,-0.015953916909924315,-0.011774199673531216,-0.0009137045352677342,-0.006361895401205686,-0.017828870795992713,-0.005905888273069815,-0.0070181067034856826,0.004762618067989832,-0.007803755760504516,0.003922569372512674,-0.002338993369391029,-0.01594479412736427,-0.0017508071678258297,-0.00911070868564301,-0.007188558581379692
2024-01-09,0.013839231589187762,-0.007784992287429349,0.0005817399991794314,-0.002291220242628955,0.020543620067321466,0.00426844639448265,-0.002040952684580155,0.015666465515339567,0.007781476446851565,0.010428234048333929,-0.002647534117031669,0.014326019576460292,0.013559779353091717,0.003153662404228319,-0.0032514517722910252,0.0014804820050666745,0.0057421682860343696
2024-01-10,0.03090695176811109,0.003302054290696077,-0.0009109306442071086,0.013574873298899615,0.02298450072839464,-0.006146627961925333,-0.0026906459016934337,-0.002938671608127219,-0.0013866171968854868,-0.02001567450454278,0.026971554991765068,0.0006420409058942589,0.010815187385603942,0.006273874956728598,0.005536003717457438,0.0034277152411805734,0.005794524948411291
2024-01-11,-0.0026706922084533957,-0.004196969276894613,-0.0159850291062974,-0.001913241743050409,-0.00978210122772527,-0.016909047126329235,-0.0014030316404816112,-0.011465290105224457,8.981211541803091e-05,-0.0014361413117219834,0.0263008749116751,-0.006491197684936112,0.008905977774773532,0.006059675881140425,-0.004267062215137396,0.0013183031833516878,-0.0023442308642163197
2024-01-12,-0.013314222404059772,-0.004730148771603493,0.0030754593490975868,0.012460251756525098,0.006749704343463225,0.07934016482987305,0.008753891099801958,0.01824616575067961,-0.004539831050222931,-0.0007989702161658174,0.007960108079664963,0.0073693826577123644,0.0009807001778341373,0.03941862683080655,0.007408183955861958,0.011426492637705898,0.011225297759284566
2024-01-15,0.0039372915289432875,0.01925420511394549,0.011478023623383349,0.006327827990065815,0.015263913575842336,0.024399288276675257,0.00192854431404621,-0.007215283468251954,0.012166768552645424,0.014872950498073356,0.017071276026074944,0.0025641995986722677,-0.004899226161718007,0.0054084476987588115,0.008816440737497988,0.009267074694848665,0.008758311193643639
2024-01-16,-0.008224509688898096,0.0037961047318380015,-0.0015933264765120025,-0.0007921770097125691,-0.0217662773982209,-0.01243863937349865,0.010051142234201116,0.008594224080832769,0.009581681136803688,-0.01827930521091814,-0.01398726799964134,-0.0119606685060335,0.007877339600567135,-0.01088680592028024,0.016348065389655053,-0.0029482333845447517,-0.0029120280273211784
2024-01-17,-0.006411518646434078,-0.08435823213728821,-0.002413419981902476,-0.027055181610924905,0.002343001086296148,0.0053015735877890435,-0.0120685113553749,-0.0007135460961411599,-0.01294734434286593,-0.007062598146405419,-0.009493533747840344,-0.01100160870310829,-0.016242218577380618,0.006034169302139958,0.0025521715385492527,-0.020894393512082443,-0.011569119855392796
2024-01-18,0.022372451394315096,-0.033398324876404706,-0.005813695906279781,0.004685502944907327,-0.0020105933285655686,0.0014632896452242417,-0.0023574129874667227,0.007014951282587667,-0.012654573128572877,-0.0323309860797002,0.0046820779087579645,0.028291021652337323,0.016758671240040268,0.004633748543846572,-0.024895246573450214,-0.0050852715087356115,-0.0015706078845615736
2024-01-19,0.0037794205771106704,-0.010429685043764514,0.006828868195904114,0.013027866445177061,-0.0075509559361616185,0.010105883091472645,0.012889357546391311,0.013904336232921866,0.011406099330962371,0.03057139510992779,-0.00036551044836963253,-0.000112326481788938,0.005494274761536744,0.012700343799612712,0.020322952574333808,0.00746195718645537,0.008171487983684425
