Date,Portfolio,NIFTY 50
2024-10-24,116.36235091573832,112.22294257748453
2024-10-25,115.34026577593713,111.21751248421974
2024-10-28,115.73086267446178,111.94582788687552
2024-10-29,115.40758486128233,112.53316945525592
2024-10-30,115.02788710250496,111.9536432973018
2024-10-31,115.262811893931,111.33042270680352
2024-11-01,115.7550609704869,111.78576468805316
2024-11-04,114.22546460515261,110.36454577687998
2024-11-05,114.71156823864168,111.36699343766026
2024-11-06,116.06036326641942,112.6122847651688
2024-11-07,114.7512229567258,111.3028262230914
2024-11-08,114.8620222338768,111.06756440279966
2024-11-11,114.76955948947625,111.03583563311503
2024-11-12,113.45913572802526,109.8498695590032
2024-11-13,112.5201188059493,108.35782685955324
2024-11-14,111.96492570812455,108.2366251153333
2024-11-18,111.46540544181056,107.87373854110346
2024-11-19,111.90755944878407,108.17131703050681
2024-11-21,111.15104653307775,107.39585763484287
2024-11-22,114.01258643587478,109.95933920435337
2024-11-25,115.33768672316285,111.40654660100151
2024-11-26,115.01766741624255,111.28052086207019
2024-11-27,115.2512341843809,111.65031554045841
2024-11-28,113.98733307049267,109.99107695726835
2024-11-29,115.25090103624298,110.98891622086626
2024-12-02,115.64159633468796,111.65560666314933
2024-12-03,116.5333285988653,112.48855873321348
2024-12-04,116.30636726533301,112.53592730698105
2024-12-05,117.3184477044018,113.64416148865773
2024-12-06,117.6275368146525,113.5034212183721
2024-12-09,117.16827284669911,113.23297208470136
2024-12-10,117.0388123295401,113.19181092312296
2024-12-11,117.00684809703985,113.3378423160995
2024-12-12,116.073444311434,112.90962969058242
2024-12-13,116.99827840330772,113.9196681810296
2024-12-16,116.31963481560557,113.45949322183817
2024-12-17,115.21548242791977,111.93133793628058
2024-12-18,114.69626892443958,111.3005265161154
2024-12-19,113.91668406417948,110.16377956122835
2024-12-20,112.47497278398157,108.48867659319599
2024-12-23,113.08054618800742,109.25194574524102
2024-12-24,113.44243612512732,109.13328625521721
2024-12-26,113.7254392185347,109.23699764989696
2024-12-27,114.08488587471312,109.52768600160266
2024-12-30,113.2857643548947,108.75268475068782
2024-12-31,113.2306676863843,108.75222660593869
2025-01-01,113.90578217861551,109.20342731798544
2025-01-02,115.77750402687958,111.25361608709694
2025-01-03,115.2941037081037,110.40778206467499
2025-01-06,113.12175961187776,108.61999345481821
2025-01-07,113.72809511926593,109.04244782966485
2025-01-08,113.71069856681034,108.9552835453359
2025-01-09,112.91394434333868,108.2081123421229
2025-01-10,112.44737779108634,107.77116801668132
2025-01-13,110.60253001250524,106.18183693226977
2025-01-14,110.90388168594487,106.5962513159308
2025-01-15,111.5296660396569,106.76711235766392
2025-01-16,111.78117017454656,107.22062175991707
2025-01-17,111.839031305447,106.72111821814374
2025-01-20,112.04022507969209,107.37216885634389
2025-01-21,110.45532160910807,105.89989824694939
2025-01-22,111.09406306316052,106.50103805718582
2025-01-23,111.65583897120146,106.73100875478667
2025-01-24,111.23747203952678,106.21058326946991
2025-01-27,110.23608918256862,105.00071281933012
2025-01-28,110.50909742086334,105.5898959499374
2025-01-29,111.40804706237051,106.53668351531398
2025-01-30,111.15651896515315,106.93407467741432
2025-01-31,113.08551121099228,108.12486474623752
2025-02-03,112.0899137523732,107.44714289705392
2025-02-04,113.79419478411361,109.18663766041452
2025-02-05,113.2489880627169,108.98909642446755
2025-02-06,112.86383741742732,108.56157550768937
2025-02-07,112.32478728207325,108.36195914552576
2025-02-10,111.264748705901,107.54165546382963
2025-02-11,109.68590618407393,106.11676241143306
2025-02-12,109.6335822347815,105.99464437771486
2025-02-13,109.67619410304349,105.93094429112551
2025-02-14,109.06250984166866,105.46111235928093
2025-02-17,109.48773333428716,105.60024463132945
2025-02-18,109.4911570947108,105.53493654650296
2025-02-19,109.18400503637136,105.47790201685187
2025-02-20,109.30671771339611,105.38706359129955
2025-02-21,108.85863649914253,104.84778230542557
2025-02-24,107.93663185901426,103.73219085807175
2025-02-25,107.57602515519366,103.70551964708827
2025-02-27,107.33396354179514,103.69402111220822
2025-02-28,105.03058124276995,101.76065027089368
2025-03-03,104.85851625089644,101.73582062213708
2025-03-04,104.67498040588912,101.5672503041496
2025-03-05,106.03159671133935,102.73849286367674
2025-03-06,107.39149886115975,103.6924041307407
2025-03-07,107.0116455602487,103.72828315285858
2025-03-10,106.78608218202415,103.30422077977477
2025-03-11,107.02534177838305,103.47715694772452
2025-03-12,107.17274174446192,103.35113120879318
2025-03-13,106.84331297250762,103.01399057281822
2025-03-17,107.27602491291557,103.52705879245782
2025-03-18,107.27602491291557,105.02440159782904
2025-03-19,109.09853828994594,105.36153325057364
2025-03-20,110.60635508635971,106.66340096298414
2025-03-21,111.29999420508025,107.39815734181882
2025-03-24,112.29694629220646,108.81454327505024
2025-03-25,112.22041161241205,108.86192083204817
2025-03-26,111.16560014723397,108.02574378227938
2025-03-27,111.3277686549975,108.50914039199027
2025-03-28,110.78517834243155,108.17522473571992
2025-04-01,109.04937710950351,106.5486401949431
2025-04-02,109.92688164779953,107.31513432669277
2025-04-03,109.74934195121406,106.9368325291394
2025-04-04,107.4594532629386,105.34704329997871
2025-04-07,104.82027015700722,101.9303704423691
2025-04-08,106.7322501903971,103.65170111391137
2025-04-09,106.31390491849393,103.02296481996282
2025-04-11,107.93927350469752,104.99795496760491
2025-04-15,109.85614979893106,107.29766194361329
2025-04-16,109.69419468508073,107.7973810829156
2025-04-17,111.31038731640773,109.7036135852672
2025-04-21,111.96462695576099,110.96339486337068
2025-04-22,112.30109159249386,111.15518683187764
2025-04-23,113.68764125176133,111.89890847462661
2025-04-24,113.42174114728572,111.52060667707322
2025-04-25,112.53929832920275,110.56691999076862
2025-04-28,113.96515167202179,111.89684233164034
2025-04-29,113.7576163596734,111.93110437229072
2025-04-30,114.02236013386546,111.9230553978747
2025-05-02,113.90363575541961,111.98054807227491
2025-05-05,114.92171268209334,112.50695638902147
2025-05-06,114.1776312496406,112.13187058794234
2025-05-07,114.28068288808045,112.29193378676467
2025-05-08,113.70769221179829,111.6452579817572
2025-05-09,113.3903409760018,110.42273016001897
2025-05-12,117.23868452328519,114.63900933654061
2025-05-13,115.91783501288108,113.04600411090566
2025-05-14,115.906834480427,113.4532858096489
2025-05-15,117.69568230765704,115.27097061019379
2025-05-16,117.68980383838216,115.0764207899617
2025-05-19,117.28909209566373,114.73444717604495
2025-05-20,115.84541761220166,113.53147584683319
2025-05-21,116.57593518398075,114.12732453437873
2025-05-22,115.43071053226637,113.19019394165531
2025-05-23,116.29441494436765,114.30992665821202
2025-05-26,116.84830654703815,114.99063992311052
2025-05-27,115.85504597147589,114.18596706226695
2025-05-28,115.53901025298727,113.84676028330571
2025-05-29,115.97976482330736,114.22000452215796
2025-05-30,115.45505631505499,113.8387113088897
2025-06-02,115.24174506817918,113.681873089772
2025-06-03,114.59977735313598,112.88111691737195
2025-06-04,114.93563112955462,113.2384877881515
2025-06-05,115.55528000094617,113.83963658161834
2025-06-06,116.38589942482977,114.99938060626545
2025-06-09,117.12212161404658,115.46000472697561
2025-06-10,117.21419922081107,115.46483770491737
2025-06-11,117.50627907784985,115.63570772988085
2025-06-12,115.91451628746864,114.47113072729198
2025-06-13,115.04984977521389,113.691071917676
2025-06-16,115.79942261288849,114.73928015398668
2025-06-17,115.30027065741348,114.31107651170001
2025-06-18,114.93255012858444,114.12089254143018
2025-06-19,114.86284642312393,114.03441996584012
2025-06-20,115.98148907810248,115.50232472527233
2025-06-23,115.16835866783867,114.85610706501397
2025-06-24,115.36845796581274,115.18933101254542
2025-06-25,116.46946282529036,116.11105536517567
2025-06-26,117.41221641522853,117.5104270600768
2025-06-27,117.94270760181213,117.91885861230804
